,Artist,Streams,Daily,As lead,Solo,As feature,Artist_id
8334,Kid Rock,1700.6,0.809,1506.0,1285.7,194.6,7dOBabd5O4CvKrg4iriHTM
8335,Kid Rock,1700.6,0.809,1506.0,1285.7,194.6,7dOBabd5O4CvKrg4iriHTM
8336,Kid Rock,1700.6,0.809,1506.0,1285.7,194.6,7dOBabd5O4CvKrg4iriHTM
8337,Kid Rock,1700.6,0.809,1506.0,1285.7,194.6,7dOBabd5O4CvKrg4iriHTM
8338,Kid Rock,1700.6,0.809,1506.0,1285.7,194.6,7dOBabd5O4CvKrg4iriHTM
8339,Kid Rock,1700.6,0.809,1506.0,1285.7,194.6,7dOBabd5O4CvKrg4iriHTM
8340,White 2115,1700.3,1.444,822.5,653.8,877.8,4nPxrGG7k7aEKmNLsfX4cd
8341,White 2115,1700.3,1.444,822.5,653.8,877.8,4nPxrGG7k7aEKmNLsfX4cd
8342,White 2115,1700.3,1.444,822.5,653.8,877.8,4nPxrGG7k7aEKmNLsfX4cd
8343,White 2115,1700.3,1.444,822.5,653.8,877.8,4nPxrGG7k7aEKmNLsfX4cd
8344,White 2115,1700.3,1.444,822.5,653.8,877.8,4nPxrGG7k7aEKmNLsfX4cd
8345,White 2115,1700.3,1.444,822.5,653.8,877.8,4nPxrGG7k7aEKmNLsfX4cd
8346,White 2115,1700.3,1.444,822.5,653.8,877.8,4nPxrGG7k7aEKmNLsfX4cd
8347,White 2115,1700.3,1.444,822.5,653.8,877.8,4nPxrGG7k7aEKmNLsfX4cd
8348,White 2115,1700.3,1.444,822.5,653.8,877.8,4nPxrGG7k7aEKmNLsfX4cd
8349,White 2115,1700.3,1.444,822.5,653.8,877.8,4nPxrGG7k7aEKmNLsfX4cd
8350,Jarabe De Palo,1697.9,0.866,1664.4,1507.6,33.5,5B6H1Dq77AV1LZWrbNsuH5
8351,Jarabe De Palo,1697.9,0.866,1664.4,1507.6,33.5,5B6H1Dq77AV1LZWrbNsuH5
8352,Jarabe De Palo,1697.9,0.866,1664.4,1507.6,33.5,5B6H1Dq77AV1LZWrbNsuH5
8353,Jarabe De Palo,1697.9,0.866,1664.4,1507.6,33.5,5B6H1Dq77AV1LZWrbNsuH5
8354,Jarabe De Palo,1697.9,0.866,1664.4,1507.6,33.5,5B6H1Dq77AV1LZWrbNsuH5
8355,Jarabe De Palo,1697.9,0.866,1664.4,1507.6,33.5,5B6H1Dq77AV1LZWrbNsuH5
8356,Jarabe De Palo,1697.9,0.866,1664.4,1507.6,33.5,5B6H1Dq77AV1LZWrbNsuH5
8357,Jarabe De Palo,1697.9,0.866,1664.4,1507.6,33.5,5B6H1Dq77AV1LZWrbNsuH5
8358,Jarabe De Palo,1697.9,0.866,1664.4,1507.6,33.5,5B6H1Dq77AV1LZWrbNsuH5
8359,Lindsey Stirling,1697.5,0.516,1353.1,1133.8,344.3,378dH6EszOLFShpRzAQkVM
8360,Lindsey Stirling,1697.5,0.516,1353.1,1133.8,344.3,378dH6EszOLFShpRzAQkVM
8361,Lindsey Stirling,1697.5,0.516,1353.1,1133.8,344.3,378dH6EszOLFShpRzAQkVM
8362,Lindsey Stirling,1697.5,0.516,1353.1,1133.8,344.3,378dH6EszOLFShpRzAQkVM
8363,Lindsey Stirling,1697.5,0.516,1353.1,1133.8,344.3,378dH6EszOLFShpRzAQkVM
8364,Lindsey Stirling,1697.5,0.516,1353.1,1133.8,344.3,378dH6EszOLFShpRzAQkVM
8365,Lindsey Stirling,1697.5,0.516,1353.1,1133.8,344.3,378dH6EszOLFShpRzAQkVM
8366,Lindsey Stirling,1697.5,0.516,1353.1,1133.8,344.3,378dH6EszOLFShpRzAQkVM
8367,Lindsey Stirling,1697.5,0.516,1353.1,1133.8,344.3,378dH6EszOLFShpRzAQkVM
8368,INNA,1695.5,1.356,1272.1,786.2,423.4,2w9zwq3AktTeYYMuhMjju8
8369,INNA,1695.5,1.356,1272.1,786.2,423.4,2w9zwq3AktTeYYMuhMjju8
8370,INNA,1695.5,1.356,1272.1,786.2,423.4,2w9zwq3AktTeYYMuhMjju8
8371,INNA,1695.5,1.356,1272.1,786.2,423.4,2w9zwq3AktTeYYMuhMjju8
8372,INNA,1695.5,1.356,1272.1,786.2,423.4,2w9zwq3AktTeYYMuhMjju8
8373,INNA,1695.5,1.356,1272.1,786.2,423.4,2w9zwq3AktTeYYMuhMjju8
